,公司中文名称,评级日期,评级类型,信用评级,评级展望,评级机构代码,债券主体公司id,信用评级说明,前次信用评级,评级变动方向,评级对象类型代码,公告日期
2495,兖州煤业股份有限公司,2017-08-07,1,AAA,"518,003,000",13,1600188,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,0,首次,"536,001,001",2017-08-15
2496,长安责任保险股份有限公司,2017-09-05,1,AA-,"518,003,000",6,2FI7DBEB3E,0,AA-,维持,"536,001,001",2017-09-05
2497,重庆大足国有资产经营管理集团有限公司,2017-06-24,1,AA,"518,003,000",14,zaYFO3eIHx,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-29
2498,上海城投(集团)有限公司,2017-06-23,1,AAA,"518,003,000",2,2002227,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-06-23
2499,舟山市定海区国有资产经营有限公司,2017-06-22,1,AA,"518,003,000",14,P6kZnJ4tMn,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-27
2500,红星美凯龙控股集团有限公司,2017-06-23,1,AA+,"518,003,000",4,b12KStqZHs,0,AA,调高,"536,001,001",2017-06-29
2501,福建泉州江南高新技术电子信息产业园区开发建设有限公司,2017-06-27,1,AA,"518,003,000",2,726468227,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-06-28
2502,开封市文化旅游投资集团有限公司,2017-08-01,1,AA,"518,003,000",4,VqrCozuALN,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-09-13
2503,四川长虹电子控股集团有限公司,2017-06-24,1,AA,"518,003,000",14,600992,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-29
2504,中天金融集团股份有限公司,2017-06-21,1,AA+,"518,003,000",19,1000540,0,AA+,维持,"536,001,001",2017-06-23
2505,新华联控股有限公司,2017-06-26,1,AA+,"518,003,000",19,16VD5B9B45,0,AA+,维持,"536,002,001",2017-07-03
2506,仁怀市城市开发建设投资经营有限责任公司,2017-06-15,1,AA,"518,003,000",14,750178270,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-23
2507,北京长安投资集团有限公司,2017-06-23,1,AA,"518,003,000",7,04O9D43E02,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低,AA,维持,"536,001,001",2017-08-28
2508,中国环球租赁有限公司,2017-07-20,1,AA+,"518,003,000",2,0M34F7C80B,0,AA,调高,"536,001,001",2017-07-21
2509,天津滨海发展投资控股有限公司,2017-06-25,1,AA,"518,002,000",14,F817F,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-28
2510,浙江汇盛投资集团有限公司,2017-06-19,1,AA,"518,003,000",19,721068136,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,001,001",2017-06-20
2511,珠海九洲控股集团有限公司,2017-07-28,1,AA-,"518,003,000",2,qKgrUoJWnK,0,AA-,维持,"536,001,001",2017-07-31
2512,杭州萧山环境集团有限公司,2017-07-25,1,AA,"518,003,000",6,9z9qSaI0j6,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-26
2513,中国船舶燃料有限责任公司,2017-07-20,1,AA+,"518,003,000",2,2qM80C6551,0,AA+,维持,"536,001,001",2017-07-20
2514,云浮市新达城市建设投资公司,2017-06-24,1,AA,"518,003,000",14,ug3csrTlDw,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-29
2515,抚顺银行股份有限公司,2017-07-21,1,AA,"518,003,000",19,04A57762BB,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,0,首次,"536,001,001",2017-07-24
2516,江阴澄星实业集团有限公司,2017-07-19,1,AA,"518,003,000",5,502037568,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-07-20
2517,新疆润盛投资发展有限公司,2017-06-27,1,AA,"518,003,000",13,666658335,受评主体偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低；债券信用质量很高，信用风险很低。,AA,维持,"536,001,001",2017-06-30
2518,河南省济源市建设投资有限公司,2017-06-26,1,AA,"518,003,000",19,qOXDH7K5y3,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,002,001",2017-06-29
2519,江苏江南商贸集团有限责任公司,2016-12-22,1,AA-,"518,003,000",13,NFH0Kl9hhy,0,AA-,维持,"536,001,001",2017-06-30
2520,晋能集团有限公司,2017-06-26,1,AAA,"518,003,000",7,IriNRo6G8c,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,AAA,维持,"536,001,001",2017-06-29
2521,中盐安徽红四方股份有限公司,2017-06-08,1,AA,"518,003,000",2,5qyPO8Q1fL,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-07-31
2522,厦门象屿集团有限公司,2017-06-22,1,AAA,"518,003,000",13,2NA02229D5,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,AA+,调高,"536,001,001",2017-06-28
2523,株洲市城市建设发展集团有限公司,2017-07-25,1,AA+,"518,003,000",2,3IRA2FF113,0,AA+,维持,"536,001,001",2017-07-26
2524,中国盐业总公司,2017-07-12,1,AA+,"518,003,000",4,2011575,0,AA+,维持,"536,001,001",2017-07-28
2525,山东黄金集团有限公司,2017-06-26,1,AAA,"518,003,000",4,04D8AC34CD,短期债务的支付能力和长期债务的偿还能力具有最大保障；经营处于良性循环状态，不确定因素对经营与发展的影响最小；偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。,AAA,维持,"536,001,001",2017-06-30
2526,濮阳市投资集团公司,2017-07-11,1,AA,"518,003,000",6,SOrGiFHuN8,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-08-09
2527,江海证券有限公司,2017-07-10,1,AA+,"518,003,000",7,04U9A3E517,0,AA+,维持,"536,001,001",2017-07-13
2528,江苏中利集团股份有限公司,2017-06-19,1,AA,"518,003,000",7,2AF3CAE604,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低,AA,维持,"536,001,001",2017-06-20
2529,内江市兴元实业有限责任公司,2017-06-27,1,AA,"518,003,000",5,WhhgboqN9Y,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-06-29
2530,内蒙古鄂尔多斯羊绒集团有限责任公司,2017-07-27,1,AA,"518,003,000",5,2029290,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-07-28
2531,四川省水电投资经营集团有限公司,2017-07-20,1,AA,"518,003,000",6,1HVEC4EC99,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-21
2532,山东钢铁集团有限公司,2017-07-27,1,AAA,"518,003,000",2,2AF469CC22,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-07-28
2533,苏州新建元控股集团有限公司,2017-07-03,1,AA+,"518,003,000",13,nvxA7QRYel,0,0,首次,"536,002,001",2017-07-05
2534,洛娃科技实业集团有限公司,2017-07-17,1,B2,"518,002,000",16,NFXToW3slD,B级债务为投机性债务，信用风险高;修正数字1表示该债务在所属同类评 级中排位较高;修正数字2表示排位在中间,B1,调低,"536,002,002",2017-07-17
2535,泰州市新滨江开发有限责任公司,2017-07-13,1,AA,"518,003,000",5,722266150,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-07-19
2536,南京钟山资产经营管理集团有限公司,2016-12-26,1,AA,"518,003,000",4,8SAabvrfZy,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,0,首次,"536,001,001",2017-08-10
2537,天安数码城(集团)有限公司,2017-06-22,1,AA,"518,003,000",5,LW4HIC5Vyj,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-06-23
2538,长春市城市发展投资控股(集团)有限公司,2017-08-30,1,AAA,"518,003,000",2,usWehuCItG,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-09-01
2539,广州越秀集团有限公司,2017-06-21,1,AAA,"518,003,000",14,2012101,债务安全性极高，违约风险极低。,AAA,维持,"536,001,001",2017-06-22
2540,库尔勒城市建设(集团)有限责任公司,2017-06-29,1,AA,"518,003,000",2,xCSDfxRe0n,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-06-30
2541,中民新能投资集团有限公司,2017-06-23,1,AA,"518,003,000",7,Scf2yGnWgM,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低,AA,维持,"536,001,001",2017-06-29
2542,南京南瑞集团公司,2017-06-29,1,AAA,"518,003,000",5,502031249,AAA级债为最高级债，其还本付息能力最强。,AAA,维持,"536,001,001",2017-06-30
2543,攀枝花市商业银行股份有限公司,2017-07-20,1,AA,"518,003,000",5,2AF46AFBF2,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-07-20
2544,江苏中南建筑产业集团有限责任公司,2017-06-26,1,AA,"518,003,000",6,BSeMJ93mw0,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-06-28
2545,万正投资集团有限公司,2017-09-14,1,BB+,"518,002,000",14,3vD87DBA0F,0,BB+,维持,"536,001,001",2017-09-18
2546,广西柳州市东城投资开发集团有限公司,2017-06-23,1,AA,"518,003,000",6,4WA870C004,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-06-26
2547,太原重型机械集团有限公司,2017-07-27,1,AA-,"518,003,000",5,16NF80DC61,0,AA-,维持,"536,001,001",2017-07-27
2548,彭州市国有投资有限公司,2017-08-23,1,AA,"518,003,000",19,660488523,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,001,001",2017-08-25
2549,三一重工股份有限公司,2017-06-29,1,AA,"518,003,000",5,08D39A0C84,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-06-29
2550,四川秦巴新城投资集团有限公司,2017-07-14,1,AA,"518,003,000",2,efeRhntod9,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-07-17
2551,兖矿集团有限公司,2017-06-29,1,AAA,"518,003,000",6,2007558,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,AAA,维持,"536,001,001",2017-07-03
2552,枣庄市薛城区城市建设综合开发公司,2017-07-28,1,AA,"518,003,000",19,GFUD2LhfEZ,偿还债务的能力很强，受不利经济环境影响大，违约风险很低,AA,维持,"536,001,001",2017-08-04
2553,无锡市国联发展(集团)有限公司,2017-06-06,1,AAA,"518,003,000",2,2008373,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  ,AAA,维持,"536,001,001",2017-07-11
2554,武汉钢铁有限公司,2017-06-27,1,AAA,"518,003,000",13,Cq30h4SSOT,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,0,首次,"536,001,001",2017-06-30
2555,广州市城市建设开发有限公司,2017-06-27,1,AAA,"518,003,000",13,yhYDNlMcTF,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,AAA,维持,"536,001,001",2017-06-28
2556,舟山市定海区国有资产经营有限公司,2017-06-28,1,AA,"518,003,000",4,P6kZnJ4tMn,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-06-29
2557,亚厦控股有限公司,2017-07-26,1,AA,"518,003,000",6,O4F65286,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-27
2558,开滦能源化工股份有限公司,2017-06-21,1,AAA,"518,003,000",14,1AD3C8EF94,债务安全性极高，违约风险极低。,AAA,维持,"536,001,001",2017-06-27
2559,江苏海州湾发展集团有限公司,2017-06-24,1,AA,"518,003,000",14,3IRA62348C,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-27
2560,重庆渝隆资产经营(集团)有限公司,2017-09-12,1,AA+,"518,003,000",6,3IF4EAF3C3,0,AA+,维持,"536,001,001",2017-09-12
2561,北京市华远集团有限公司,2017-06-28,1,AA,"518,003,000",2,2002598,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-06-28
2562,上海永业企业(集团)有限公司,2017-09-18,1,AA+,"518,003,000",14,600523,0,AA+,维持,"536,001,001",2017-09-19
2563,青岛国信发展(集团)有限责任公司,2017-05-31,1,AAA,"518,003,000",5,O456E62D,AAA级债为最高级债，其还本付息能力最强。,AAA,维持,"536,001,001",2017-09-08
2564,无锡市交通产业集团有限公司,2017-06-26,1,AA+,"518,003,000",4,3IE51F948E,0,AA+,维持,"536,001,001",2017-06-28
2565,三胞集团有限公司,2017-06-27,1,AA,"518,003,000",14,1HK0ACBB53,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-29
2566,盐城东方投资开发集团有限公司,2016-10-31,1,AA,"518,003,000",4,4U44C7D494,短期债务的支付能力和长期债务的偿还能力很强；经营处于良性循环状态，不确定因素对经营与发展的影响很小；偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低。,AA,维持,"536,001,001",2017-07-28
2567,中国邮政集团公司,2017-06-27,1,AAA,"518,003,000",13,2AF3CB5A75,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,AAA,维持,"536,001,001",2017-06-29
2568,景德镇市国资运营投资控股集团有限责任公司,2017-04-05,1,AA,"518,003,000",5,F5DF8,AA级债属高级债，其还本付息能力很强，基本无风险。,AA,维持,"536,001,001",2017-07-05
2569,大连旅顺建设发展投资有限公司,2017-06-12,1,AA,"518,003,000",14,HQYiCrdlpX,债务安全性很高，违约风险很低。,AA,维持,"536,001,001",2017-06-21
2570,中国华电集团公司,2017-08-08,1,AAA,"518,003,000",7,08Q898C166,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,AAA,维持,"536,001,001",2017-08-14
2571,北京华业资本控股股份有限公司,2017-06-19,1,AA,"518,003,000",7,1600240,偿还债务的能力很强，受不利经济环境的影响不大，违约风险很低,AA,维持,"536,001,001",2017-06-21
2572,上海南房(集团)有限公司,2017-06-24,1,AA-,"518,003,000",14,2022128,0,AA-,维持,"536,001,001",2017-06-29
2573,上海世茂股份有限公司,2017-08-28,1,AAA,"518,003,000",7,1600823,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,AAA,维持,"536,001,001",2017-09-18
2574,丹阳投资集团有限公司,2017-06-28,1,AA,"518,003,000",2,4828ACF46C,受评对象偿还债务的能力很强，受不利经济环境的影响较小，违约风险很低。,AA,维持,"536,001,001",2017-06-29
